Cluster ID,confidence_score,,id,lon,geo_id,geowkt,lat,title,geo_source,title_source,name_parts,data_source,description 
3049,1.0,,3139,,,,,Alexander Granovsky,,,"{""given-name"": ""Alexander"", ""surname"": ""Granovsky""}",1,"Alexander Granovsky [Abraham Azarch] Born in 1890 in Moscow, Russia.Several days after his birth, his family was sent away, due to their divorce, and she carried him across to Riga (Lettland, then Latvia), where G.zapt one in the German and in general Western European culture"
3050,1.0,,3140,,,,,Benjamin Graubart,,,"{""given-name"": ""Benjamin"", ""surname"": ""Graubart""}",1,"Benjamin Graubart In ""Lerer Yizkor-Bukh (Teacher's Book of Remembrance),"" New York, 1954, p.112, it is reported: Around 1926 in Nezvizh there appeared an intelligent youth from Warsaw.Short and chubby, he limped a bit on one leg"
3051,1.0,,3141,,,,,Oscar Green,,,"{""given-name"": ""Oscar"", ""surname"": ""Green""}",1,"Oscar Green G.was born on 10 June 1893 in Shklov, Mohilev Gubernia, Ukraine, into a well-too-do family.H received a genuine Jewish education, and then also attended the secular school"
3052,1.0,,3142,,,,,Caesar Greenberg,,,"{""given-name"": ""Caesar"", ""surname"": ""Greenberg""}",1,"Caesar Greenberg (Betsalel) Born on 15 March 1855 in Iasi, Rumania, to parents who had a meat shop.He learned Yiddish, German and Rumanian, left at age fourteen the Beit HaMedrash and went in 1869 into the chorus in a German operetta.In advance of the years 1869-1873, he participated in German, Rumanian and Greek troupes, and in 1873 began to act and sing Yiddish in the Vienna cellars"
3053,1.0,,3143,,,,,Fannie Greenberg,,,"{""given-name"": ""Fannie"", ""surname"": ""Greenberg""}",1,"Fannie Greenberg (Thomashefsky) G.is the sister of Boris Thomashefsky.She worked in a clockmaker's shop in Long Island, then as a worker in a shirt shop of Samuel Greenberg with whom she married, and she traveled to Philadelphia, where she toured in the then Yiddish theatre on Kale Hits Street"
3054,1.0,,3144,,,,,Jacob Greenberg,,,"{""given-name"": ""Jacob"", ""surname"": ""Greenberg""}",1,"Jacob Greenberg Born circa 1875 in Otik (Ataki), Bessarabia.His father was a grain merchant.G"
3055,1.0,,3145,,,,,Joseph Greenberg,,,"{""given-name"": ""Joseph"", ""surname"": ""Greenberg""}",1,"Joseph Greenberg Born 23 April 1900 in Lodz, Poland, by [fortgeshritene--shouting?] parents, business people.He studied in a cheder and a government gymnasium.He often visited Yiddish, Polish and German theatres, and from this came an inclination for the stage"
3056,1.0,,3146,,,,,Samuel Greenberg,,,"{""given-name"": ""Samuel"", ""surname"": ""Greenberg""}",1,"Samuel Greenberg (Smith) G.was born on 15 August 1863 in Odessa, Ukraine.He completed a gymnasium and learned for a year in a university"
3057,1.0,,3147,,,,,Harry Greenblatt,,,"{""given-name"": ""Harry"", ""surname"": ""Greenblatt""}",1,"Harry (Hersh) Greenblatt Born 30 December 1874 in Bahislav [Boguslav-ed.] Kiev Gubernia, Ukraine.His father was a tailor.Until the age of ten, G"
3058,1.0,,3148,,,,,Jean Greenfield,,,"{""given-name"": ""Jean"", ""surname"": ""Greenfield""}",1,"Jean Greenfield G.was born on 6 February 1876 in Iasi, Rumania.His parents were in business"
3059,1.0,,3149,,,,,Rose Greenfield,,,"{""given-name"": ""Rose"", ""surname"": ""Greenfield""}",1,"Rose Greenfield (Treitler) G.was born in Stanislawow, Eastern Galicia, as the daughter of Yiddish theatre director Treitler.At the age of five G"
3060,1.0,,3150,,,,,Chaim Greenshpan,,,"{""given-name"": ""Chaim"", ""surname"": ""Greenshpan""}",1,"Chaim Greenshpan G.was born in 1889 in Warsaw, Poland.His father was a tradesman"
3061,1.0,,3151,,,,,Efrim Greidiker,,,"{""given-name"": ""Efrim"", ""surname"": ""Greidiker""}",1,"Efrim Greidiker The folklore researcher Y.L.Cohen writes in a letter (dated 4 December 1935) to the folklore committee at YIVO in Vilna: ""I want herein merely to demonstrate certain kinds of jokes written by Alshvanger (in his book, 'Rozhinkes un Mandln'), and also by Ravnitzky (in his book, ""Jewish Jokes,"" Berlin, 5772).he had apparently been afraid to discuss this issue because they might find the jokes in the well-known books of Motke Chabad, Hershele Ostropolier, Ephraim Greidicker, Shayke Feiger, etc"
3062,1.0,,3152,,,,,Asher Griminger,,,"{""given-name"": ""Asher"", ""surname"": ""Griminger""}",1,"Asher Griminger Born on 20 September 1892 in Lemberg, Galicia.His parents were merchants.He completed a folkshul"
3063,1.0,,3153,,,,,Henryk Grinberg,,,"{""given-name"": ""Henryk"", ""surname"": ""Grinberg""}",1,"Henryk Grinberg Born on 4 July 1936 in the village of Radoshin, behind Minsk Mazovietsk, Poland.Father -- lessee with the local landowner.Through the first three years of the Nazi occupation the entire family remained in their village"
3064,1.0,,3154,,,,,Khayim-Betsalel Grinberg,,,"{""given-name"": ""Khayim-Betsalel"", ""surname"": ""Grinberg""}",1,"Khayim-Betsalel Grinberg Grinberg was born in 1860 in Wegrów, Siedlce kreyz, Poland.Until age fifteen he learned in a cheder, then three years in a Beit haMedrash.Already as a youth , Grinberg was expelled as an [opshpeter] and a strength-maker(?) and with his ""shtiklekh"" was known in the villages known as ""Chaim Tsalke"""
3065,1.0,,3155,,,,,Izidor Grinblat,,,"{""given-name"": ""Izidor"", ""surname"": ""Grinblat""}",1,"Izidor Grinblat G.was born circa 1879 in Kolomea, Galicia.Regarding his profession, he was a tailor, and after arriving in America he dedicated himself to the Yiddish theatre"
3066,1.0,,3156,,,,,Yehuda Grinhoyz,,,"{""given-name"": ""Yehuda"", ""surname"": ""Grinhoyz""}",1,"Yehuda Grinhoyz Yehudah Grinhoyz, was born on March 5, 1891 in Bialystok, Poland.His father was a prayer leader in the synagogue.His mother was the bread-winner and ran a dry-goods store"
3067,1.0,,3157,,,,,Feivl Grinshpan,,,"{""given-name"": ""Feivl"", ""surname"": ""Grinshpan""}",1,"Feivl Grinshpan Born in 1894 in Warsaw, Poland to poor Chasidic parents.Until age fourteen he learned in a cheder, but not being ""excited"" about his rabbi, he took to learning tailoring with his father.Here he worked more than two years, and during that time he became closer to many tailor-gezeln, especially with one, who was called ""Avraham Chaim filosof (philosopher),"" who familiarized him with political-national problems"
3068,1.0,,3158,,,,,Israel Grinshpun,,,"{""given-name"": ""Israel"", ""surname"": ""Grinshpun""}",1,
3069,1.0,,3159,,,,,Khana Grinshteyn,,,"{""given-name"": ""Khana"", ""surname"": ""Grinshteyn""}",1,
3070,1.0,,3160,,,,,A. Grodner,,,"{""given-name"": ""A."", ""surname"": ""Grodner""}",1,"A.Grodner (Avraham Yakov Khash-Abramov) G.was born on 20 July 1902 in Grodno, Polish Lithuania"
3071,1.0,,3161,,,,,Aaron Itzhak Grodzenski,,,"{""given-name"": ""Aaron"", ""middle-name"": ""Itzhak"", ""surname"": ""Grodzenski""}",1,"Aaron Itzhak Grodzenski(Vandergold) G.was born in 19 October 1891 in Vekshnya, Kovno region, Lithuania.He is descended from chief rabbis"
3072,1.0,,3162,,,,,Charles W. Groll,,,"{""given-name"": ""Charles"", ""middle-name"": ""W."", ""surname"": ""Groll""}",1,"Charles W.Groll G.was born on 10 February 1884 in Stanislawow, Galicia"
3073,1.0,,3163,,,,,David Groll,,,"{""given-name"": ""David"", ""surname"": ""Groll""}",1,"David Groll G.was born in 1880 in Stanislawow, Galicia.His father was a grain merchant"
214,0.74318564,,3164,,,,,Sammy Gronemann,,,"{""given-name"": ""Sammy"", ""surname"": ""Gronemann""}",1,"Dr.Sammy Gronemann G.was born in 1875 in Strasburg, Western Prussia"
3074,1.0,,3165,,,,,Ida Groper,,,"{""given-name"": ""Ida"", ""surname"": ""Groper""}",1,"Ida Groper (Briya) G.was born in Lemberg, Galicia.Her father was a furrier/hatter"
3075,1.0,,3166,,,,,Joseph Groper,,,"{""given-name"": ""Joseph"", ""surname"": ""Groper""}",1,"Joseph Groper G.was born circa 1866 in Falticeni, Rumania.His father was a tailor"
3076,1.0,,3167,,,,,Chana Grosberg,,,"{""given-name"": ""Chana"", ""surname"": ""Grosberg""}",1,"Chana Grosberg (Mandeltort) Chana Grosberg was born in 1900 in Lublin, Poland to a working-class family.From the age of nine she worked as a hat milliner.In 1917 she appeared in the Hershkovitz troupe chorus which she conducted in the province"
3077,1.0,,3168,,,,,Abie Gross,,,"{""given-name"": ""Abie"", ""surname"": ""Gross""}",1,"Abie Gross G.was born on 13 August 1893 in Stanislawow, Galicia.His father was a baker"
3078,1.0,,3169,,,,,Naftali Gross,,,"{""given-name"": ""Naftali"", ""surname"": ""Gross""}",1,"Naftali Gross G.was born in Kolomea, Eastern Galicia, into a family which was descended from R' Gershon Kitever.He learned in a cheder, in a school and read much German and Hebrew literature"
3079,1.0,,3170,,,,,Fannie Grossman,,,"{""given-name"": ""Fannie"", ""surname"": ""Grossman""}",1,"Fannie Grossman G was born in 1878 in Blazhava, Galicia.She attended a folkshul and learned Yiddish privately with a teacher.In 1890 she came to America, did various trades here, and became a member early on in the ""Diamond Star Dramatic Club"" and later in the Abraham Goldfaden Dramatic Club where she had the opportunity to participate in their productions"
3080,1.0,,3171,,,,,Helen Grossman,,,"{""given-name"": ""Helen"", ""surname"": ""Grossman""}",1,"Helen Grossman G.was born in Boston, America.Her parents were Yiddish actors"
3081,1.0,,3172,,,,,Irving Grossman,,,"{""given-name"": ""Irving"", ""surname"": ""Grossman""}",1,"Irving Grossman(Itzhak Leyb) G.was born on 20 December 1900 in Boston, America.His father was a member in a dramatic club, his mother a Yiddish actress, and an aunt who was a chorus singer in the Yiddish theatre"
3082,1.0,,3173,,,,,Jacob Grossman,,,"{""given-name"": ""Jacob"", ""surname"": ""Grossman""}",1,"Jacob Grossman G.was born in 1890 in Lomza, Poland.His father was a tailor"
3083,1.0,,3174,,,,,Joseph M. Grossman,,,"{""given-name"": ""Joseph"", ""middle-name"": ""M."", ""surname"": ""Grossman""}",1,"Joseph M.Grossman G.was born in 1903 in New York, America"
3084,1.0,,3175,,,,,Pavel Grossman,,,"{""given-name"": ""Pavel"", ""surname"": ""Grossman""}",1,Pavel Grossman G.was the son of the social activist and photographer Moritz Grossman in Vilna.A young director
3085,1.0,,3176,,,,,Rick Grossman,,,"{""given-name"": ""Rick"", ""surname"": ""Grossman""}",1,Rick Grossman [Grayson] Born on 5 June 1948 in New York City.His parents were the Yiddish actors Irving Grossman and Dinah Goldberg.His grandparents were also actors in the Yiddish theatre
3086,1.0,,3177,,,,,Samuel B. Grossman,,,"{""given-name"": ""Samuel"", ""middle-name"": ""B."", ""surname"": ""Grossman""}",1,"Samuel B.Grossman Born August 27, 1879, in Zboró, Hungary.His father was a merchant"
3087,1.0,,3178,,,,,Shlomo Grossman,,,"{""given-name"": ""Shlomo"", ""surname"": ""Grossman""}",1,"Shlomo Grossman Born on 23 June 1893 in Allentown, Pennsylvania, America.Father -- a rabbi in Philadelphia.He wanted to become a rabbi and learn in Schechter's Rabbinical Seminary, but after receiving his bachelor's degree from Columbia University, where he also had begun his literary career with the editing of the university journal, G"
3088,1.0,,3179,,,,,Sylvia Grossman,,,"{""given-name"": ""Sylvia"", ""surname"": ""Grossman""}",1,"Sylvia Grossman Born in New York, America, where she finished a folkshul and learned Yiddish in a cheder.G.acted in children's roles with Bessie Thomashefsky, later in adult roles in various cities within the province"
3089,1.0,,3180,,,,,V.M. Grossman,,,"{""given-name"": ""V."", ""middle-name"": ""M."", ""surname"": ""Grossman""}",1,"V.M.Grossman (Dovid Volf) B.was born on 3 January 1891 in the village of Stshavin, Warsaw Gubernia, Poland"
3090,1.0,,3181,,,,,Jay Gruber,,,"{""given-name"": ""Jay"", ""surname"": ""Gruber""}",1,"Jay (Yehoshua) Gruber Born in 1869 in Strzemilcze, Eastern Galicia, to parents -- landowners, who gave him a good Jewish education.At age nineteen he arrived in New York, where he took up work with cigars and later opened a ""cigar store"", where various theatre people used to frequent.Here he made friends, especially with theatre manager Harry Levy, who spoke to him about associating with Yiddish theatre"
31,0.69208807,,3182,,,,,Muriel Gruber,,,"{""given-name"": ""Muriel"", ""surname"": ""Gruber""}",1,"Muriel Gruber Muriel (Mirele/Merele) was born on 24 October 1917 in Philadelphia, America.Her father was Yehoshua (Josh) Gruber, manager of a local Yiddish theatre.Her mother was a German Christian, born in America, who had later converted to Judaism"
3091,1.0,,3183,,,,,Berl Grudberg,,,"{""given-name"": ""Berl"", ""surname"": ""Grudberg""}",1,"Berl Grudberg G.was born in Belaya Tserkov, [?] Ukraine.He was a badkhan, then a folksinger, and with Naftali Goldfaden's troupe he toured across Bessarabia"
3092,1.0,,3184,,,,,Itzhak Grudberg,,,"{""given-name"": ""Itzhak"", ""surname"": ""Grudberg""}",1,"Itzhak Grudberg(Yitzhak-Ber Turkow) Born on 12 January 1906 in Warsaw, Poland.Brother of Zygmunt and Jonas Turkow.He learned in a cheder-mtukn and with his brother Zygmunt"
216,0.8937468,,3185,,,,,Anna Grushkof,,,"{""given-name"": ""Anna"", ""surname"": ""Grushkof""}",1,"Anna Grushkof G.was born in London, England.Her father was a musician in the Yiddish theatre"
215,0.54631,,3186,,,,,Avraham Grushkov,,,"{""given-name"": ""Avraham"", ""surname"": ""Grushkov""}",1,"Avraham Grushkov (Gruskovski) Born on 12 September 1892 in Lubny, Poltava Gubernia, Ukraine.His father was a horse dealer.He learned in a cheder and completed a city school"
3093,1.0,,3187,,,,,Hersh Gudelman,,,"{""given-name"": ""Hersh"", ""surname"": ""Gudelman""}",1,"Hersh Gudelman He was born on 15 April 1892 in Otik, Bessarabia.His father was the owner of a Russian school.He learned from his father and with a Hebrew teacher; afterwards graduating from the city government school"
3094,1.0,,3188,,,,,Bella Gudinsky,,,"{""given-name"": ""Bella"", ""surname"": ""Gudinsky""}",1,"Bella Gudinsky (Bela Gudinska) G.was born on 24 July 1877 in Suwalki, Poland.Her father was the owner of a small school, in which he learned Hebrew, polish and German by himself"
17,0.7421316,,3189,,,,,Bessie Gudman,,,"{""given-name"": ""Bessie"", ""surname"": ""Gudman""}",1,"Bessie Gudman Born in 1885 in Dibne, Ukraine.Her father was a model draftsman, who immigrated with his family to America, where G.completed public and high school and an English dramatic school"
3095,1.0,,3190,,,,,Alfred M. Gulden,,,"{""given-name"": ""Alfred"", ""middle-name"": ""M."", ""surname"": ""Gulden""}",1,"Alfred M.Gulden (Avraham-Meir Goniondski) Born on 19 April 1892 in Bialystok, Poland.At the age of nine he arrived in America with his parents who took the family name Goldberg"
3096,1.0,,3191,,,,,Isaac Gurevitsh,,,"{""given-name"": ""Isaac"", ""surname"": ""Gurevitsh""}",1,"Isaac Gurevitsh G.was born circa 1864 in Mohilev Gubernia, into a family of means.He used to be proud that he had only acted in Yiddish theatre with the Gradners"
3097,1.0,,3192,,,,,Miriam Gurevitsh,,,"{""given-name"": ""Miriam"", ""surname"": ""Gurevitsh""}",1,"Miriam Gurevitsh(Manya) G.was born in Yekaterinoslav, Ukraine.Her father was a cantor"
3098,1.0,,3193,,,,,Moshe Leib Gurevitsh,,,"{""given-name"": ""Moshe"", ""middle-name"": ""Leib"", ""surname"": ""Gurevitsh""}",1,"Moshe Leib Gurevitsh Born in 1896 in Tshzshniki, Vitebsk Gubernia, White Russia.His father was a teacher.He learned in a modern cheder, and in a Russian early (onfang) school"
3099,1.0,,3194,,,,,Gedalya Gurman,,,"{""given-name"": ""Gedalya"", ""surname"": ""Gurman""}",1,"Gedalya Gurman Born in 1883 in Uman, Ukraine.In 1924 he began to work as a singer of Yiddish folk songs, while at the same time as a cantor and concertist with liturgical programs.He went to Bucharest and Czernowitz, and afterwards toured across very old and new Romania"
3100,1.0,,3195,,,,,Sonya Gurska,,,"{""given-name"": ""Sonya"", ""surname"": ""Gurska""}",1,"Sonya Gurska(Freida Sheina Gurevitsh) G.was born in Lepel, Vitebsk Gubernia, White Russia, into a well-to-do family.From childhood she manifested an interest for ""ceremonies"""
3101,1.0,,3196,,,,,Moshe Gurvitsh,,,"{""given-name"": ""Moshe"", ""surname"": ""Gurvitsh""}",1,"Moshe Gurvitsh G.was born in 1892 in Shavel, Lithuania.Most of the time he lived in Lodz"
3102,1.0,,3197,,,,,Reuben Guskin,,,"{""given-name"": ""Reuben"", ""surname"": ""Guskin""}",1,"Reuben Guskin Born on 1 August 1887 in Bobruisk, Minsk Gubernia, White Russia.His father was an artisan/craftsman.He learned in a cheder and yeshivas in Bobruisk and Shidrik, other topics he learned privately"
208,0.7063853,,3198,,,,,Berta Gutentag,,,"{""given-name"": ""Berta"", ""surname"": ""Gutentag""}",1,Berta Gutentag (Axelrad) G.was born in Rumania.Her parents were the actors Abraham and Aneta Axelrad
209,0.7407163,,3199,,,,,Karl Gutentag,,,"{""given-name"": ""Karl"", ""surname"": ""Gutentag""}",1,"Karl Gutentag G.was born on 10 December 1878 in Stanislawow, Eastern Galicia, to well-off parents.He learned in cheders, and until the age of seventeen, in a kloyz (small synagogue) in Sadagora"
18,0.65160424,,3200,,,,,Chaim Gutman,,,"{""given-name"": ""Chaim"", ""surname"": ""Gutman""}",1,"Chaim Gutman G.was born on 24 September 1894 in Feleshti, Bessarabia.His father was a housepainter"
3103,1.0,,3201,,,,,Kalmen Gutman,,,"{""given-name"": ""Kalmen"", ""surname"": ""Gutman""}",1,"Kalmen Gutman G.was born in 1901 in Lodz, Poland.His parents were petty merchants"
3104,1.0,,3202,,,,,Milani Gutman,,,"{""given-name"": ""Milani"", ""surname"": ""Gutman""}",1,Milani Gutman Jacob P.Alder brought her over at the end of the 1890s from Europe.According to his information G
3105,1.0,,3203,,,,,Roza Gutman,,,"{""given-name"": ""Roza"", ""surname"": ""Gutman""}",1,"Roza Gutman (Sheynfeld) Born on 8 June 1889 in Bucharest, Romania.Her father was an usher in the Romanian and Yiddish theatres.She lived in the court of the Jignitza Yiddish Theatre"
3106,1.0,,3204,,,,,Saltshe Gutman,,,"{""given-name"": ""Saltshe"", ""surname"": ""Gutman""}",1,"Saltshe Gutman (Serl Harman) G.was born on 5 March 1881 in Lemberg, Eastern Galicia.Her parents were merchants"
3107,1.0,,3205,,,,,Mary Gutovitsh,,,"{""given-name"": ""Mary"", ""surname"": ""Gutovitsh""}",1,"Mary Gutovitsh She was born in Uman, Ukraine.Her father was the actor Yakov Tsipkus.At the age of seven she began singing in Warsaw together with her brother Mishe, remaining in the Yiddish operettas, later touring across Poland"
3108,1.0,,3206,,,,,Julius Guttman,,,"{""given-name"": ""Julius"", ""surname"": ""Guttman""}",1,"Julius (Yidl) Guttman (Yehudah Yosef) G.was born in Lemberg, Eastern Galicia, to parents -- bakers.He is the brother of Lemberg Chief Rabbi Dr"
3109,1.0,,3207,,,,,Rose Gzivatsh,,,"{""given-name"": ""Rose"", ""surname"": ""Gzivatsh""}",1,"Rose Gzivatsh(Linder) G.was born on 15 July 1892 in Warsaw, Poland, to religious parents.As her father, as a Chasid, didn't give her an education, she attended [bgnbh] very often the Polish theatre, that she really charmed"
3110,1.0,,3208,,,,,? Haber,,,"{""given-name"": ""?"", ""surname"": ""Haber""}",1,"[?] Haber In 1894 he acted with Thomashefsky and Rudolf Marks in Philadelphia [role of ""Khayim"" in ""Khayim in America""].Bessie Thomashefsky -- ""Mein Lebens Geshikhte (My Life Story)"", p.131."
3111,1.0,,3209,,,,,Clara Haberman,,,"{""given-name"": ""Clara"", ""surname"": ""Haberman""}",1,"Clara Haberman (Freeman) Born on 8 April 1900 in Kishinev, Bessarabia.As a child of five, she immigrated with her parents to Buenos Aires, where she studied Spanish in a local school, and Yiddish with a teacher.Due to her brother, Adolph Freeman, the actor, she often came to play in children's roles in his Yiddish theatre productions"
3112,1.0,,3210,,,,,Yozef Haberman,,,"{""given-name"": ""Yozef"", ""surname"": ""Haberman""}",1,"Yozef Haberman Born on 17 November 1897 in Warsaw, Poland.Father -- was in his youth a musician in an orchestra of an operetta troupe in Peterburg, then settled in Warsaw as a bookkeeper for a coal trasport house.Until age nine he learned in a cheder, then completed a three-class municipal school, and attended for one year the evening courses of the school of commerce"
3113,1.0,,3211,,,,,Esther Hadassah,,,"{""given-name"": ""Esther"", ""alternative-name"": ""Hadassah""}",1,"Esther Hadassah (Veynroyb-Halpern) H.was born on 13 May 1897 in Zablotuvka, Galicia.Her parents were bath owner and merchants"
3114,1.0,,3212,,,,,Chaim-Aaron Hafner,,,"{""given-name"": ""Chaim-Aaron"", ""surname"": ""Hafner""}",1,"Chaim-Aaron Hafner H.was born in Galicia.After his marriage, he attempted to be the breadwinner by teaching"
224,0.62491184,,3213,,,,,Boris Halpern,,,"{""given-name"": ""Boris"", ""surname"": ""Halpern""}",1,"Boris Halpern H.was born on 12 March 1868 in Most, Grodno region, Polish Lithuania.He learned in a cheder"
3115,1.0,,3214,,,,,Dina Halpern,,,"{""given-name"": ""Dina"", ""surname"": ""Halpern""}",1,"Dina Halpern (Halperin) Born on 15 July 1909 in the Praga section of Warsaw, Poland.Her father was a locksmith, metal and machine mechanic.In her very early years, she was brought with her family to Kremenchug, Ukraine, where her father was hired as a engineer-mechanic in the ""Adamski Factory."" Once again moving to Warsaw, H"
226,0.6896372,,3215,,,,,Leo Halpern,,,"{""given-name"": ""Leo"", ""surname"": ""Halpern""}",1,"Leo Halpern He was born on 24 January 1894 in Chortkov, eastern Galicia.His parents were laborers.Until the age of thirteen he studied in a cheder, ..."
3116,1.0,,3216,,,,,Moyshe-Leyb Halpern,,,"{""given-name"": ""Moyshe-Leyb"", ""surname"": ""Halpern""}",1,"Moyshe-Leyb Halpern Born on 2 January 1886 in Zlotshev, eastern Galicia.At the age of twenty-one, he began his literary career.In 1908 he immigrated to America, where he later became popular as one of the important modern Yiddish poets"
223,0.50923735,,3217,,,,,Yehonatan Halpern,,,"{""given-name"": ""Yehonatan"", ""surname"": ""Halpern""}",1,"Yehonatan Halpern Born in April 1877 in Zharki, Pietrkow Gubernia, Poland, into a well-to-do Chasidic business family.He received a religious education, and at first after his marriage he took up a secular education.He earned a diploma in natural science, mathematics and language"
225,0.59629196,,3218,,,,,Yitzhak Tsvi HaLevi Halpern,,,"{""given-name"": ""Yitzhak"", ""middle-name"": ""Tsvi"", ""surname"": ""Halpern"", ""patronymic"": ""HaLevi""}",1,"Yitzhak Tsvi HaLevi Halpern Was a cantor in Kherson, Berdichev, and after twenty-five years in Lemberg's temple (a reform synagogue).H.composed an opera ""Nbukhdntsr"" (text and music), which with great success was performed with Regina Prager in Galicia, and a play ""Sarah bukher"", which was staged in Galicia with Zelig Schorr, Rosa Briya, Adolf Meltzer and Peter Graf"
227,0.57208735,,3219,,,,,Dovid Gedalyah Hamburger,,,"{""given-name"": ""Dovid"", ""middle-name"": ""Gedalyah"", ""surname"": ""Hamburger""}",1,"Dovid Gedalyah Hamburger Born on 27 March 1890 in Nowy Dwor, Warsaw Gubernia, Poland, into a family of Orthodox Jews.Until age fourteen he learned in a yeshiva and then, being already in Lodz, became a sack worker.Attending the Yiddish theatre, he founded a dramatic circle which performed in July 1905 in Lodz's Grand Theatre with Julius Oskar, Gordin's ""Der yidisher kenig lir (The Jewish King Lear)"", in which H"
3117,1.0,,3220,,,,,Neytan Hamburger,,,"{""given-name"": ""Neytan"", ""surname"": ""Hamburger""}",1,"Neytan Hamburger H.was born circa 1878 in Krakow, Galicia, to a family of [khli-kodesh].At the start of the twentieth century he came to London and there acted with professional actors in various clubs and halls, exhibiting a tremendous love for the stage"
3118,1.0,,3221,,,,,Itzhak Hanat,,,"{""given-name"": ""Itzhak"", ""surname"": ""Hanat""}",1,"Itzhak Hanat H.was born in Tarnopol, where he was at first was a butcher, then afterwards he became a Brody Singer, and he performed together with Afrim Broder in Yakovke Dubinsky.People used to call him ""Lipele"""
3119,1.0,,3222,,,,,Beyla Handfus,,,"{""given-name"": ""Beyla"", ""surname"": ""Handfus""}",1,"Beyla Handfus (Ariel) H.was born on 10 May 1900 in Lodz, Poland.Her parents were restaurant owners"
3120,1.0,,3223,,,,,Yisokhar Handfus,,,"{""given-name"": ""Yisokhar"", ""surname"": ""Handfus""}",1,"YisoKhar Handfus Born on 30 December (no year given) in Warsaw, Poland.His parents were owners of a restaurant.He studied in a business school and afterwards was a singer in cabarets"
3121,1.0,,3224,,,,,Ezra Harari,,,"{""given-name"": ""Ezra"", ""surname"": ""Harari""}",1,"Ezra Harari (Blumberg) Born on 20 April 1894 in Dvinsk, Lettland (Latvia).Father -- a merchant, a Zionist ward/communal worker, author of the books ""Mtsut yeshuv eretz yisrael"" and ""Dvur hevri"".Learned in a cheder mtukn and Tenach with the well-known Tenach authority Avraham Zelik Kalmenzon"
3122,1.0,,3225,,,,,Moshe Harr,,,"{""given-name"": ""Moshe"", ""surname"": ""Harr""}",1,"Moshe Harr Born in 1898 in Dzhikev (Dzikow Stary), Galicia.His father was a diamond polisher, who lived in Antwerp.He learned in a folksshul, where Yehuda Kaufman was the principal"
3123,1.0,,3226,,,,,Al. Harris,,,"{""given-name"": ""Al"", ""surname"": ""Harris""}",1,"Al.Harris (Eliyahu Hirsh) H.was born on 15 February 1892 in a village near Lechowitz, White Russia"
40,0.5305892,,3227,,,,,Abe Hart,,,"{""given-name"": ""Abe"", ""surname"": ""Hart""}",1,"Abe Hart (Avraham Hecht) Born on 5 September 1887 in Lodz, Poland.His father was a lumber merchant, a musician and a non-professional prayer leader.H"
3124,1.0,,3228,,,,,Bertha Hart,,,"{""given-name"": ""Bertha"", ""surname"": ""Hart""}",1,"Bertha Hart (Mahler) H.was born on 14 October 1887 in Chortkow, Eastern Galicia.Her father was a hairdresser"
41,0.53751063,,3229,,,,,Hersh Hart,,,"{""given-name"": ""Hersh"", ""surname"": ""Hart""}",1,"Hersh Hart Born on 7 May 1897 in Rawa-Ruska, Galicia.His father was a businessman.H"
3125,1.0,,3230,,,,,Sidney Hart,,,"{""given-name"": ""Sidney"", ""surname"": ""Hart""}",1,"Sidney Hart (Yosef Hersh) Born on 24 December 1887 in Tishmienitz, Galicia, to pious parents.Father -- a butcher, who soon immigrated to America.In 1900 he came to his father in America"
3126,1.0,,3231,,,,,Zigmunt Hart,,,"{""given-name"": ""Zigmunt"", ""surname"": ""Hart""}",1,"Zigmunt Hart Zigmunt Hart was born on 20 April 1866 in Czernowitz, Bukovina.Parents -- Businessmen who moved in 1869 to Galatz (Galati, Romania - ed.).There H"
3127,1.0,,3232,,,,,Karl Hartman,,,"{""given-name"": ""Karl"", ""surname"": ""Hartman""}",1,"Dr.Karl Hartman Born to Christian parents in 1923 in Czestochowa, Poland, though he lived in Bialystok until 1939.After completing high school in 1942 in Bielitz-Biala, he joined the army"
3128,1.0,,3233,,,,,Moshe Heine-Chaimovich,,,"{""given-name"": ""Moshe"", ""middle-name"": ""Heine"", ""surname"": ""Chaimovich""}",1,"Moshe Heine-Chaimovich Born on 15 February 1853 in Vasilkov, Kiev Gubernia, Ukraine.His father was a lender.At a very young age he began to sing with the local cantor"
3129,1.0,,3234,,,,,Anna Held,,,"{""given-name"": ""Anna"", ""surname"": ""Held""}",1,"Anna Held Born circa 1865 in Warsaw, Poland.Together with her parents she came to Paris at an early age, where her mother worked in a market stall, selling.H"
3130,1.0,,3235,,,,,David Helin,,,"{""given-name"": ""David"", ""surname"": ""Helin""}",1,"David Helin In 1840 a Warsaw resident submitted a request for an opportunity to present ""15 dramatic plays in the Yiddish language."" According to Dr.Shatzky, H.was most probably the same person who used to organize Purim spectacles every year in Warsaw long before 1840"
3131,1.0,,3236,,,,,Itsik Heller,,,"{""given-name"": ""Itsik"", ""surname"": ""Heller""}",1,"Itsik Heller (Hershkovitsh) He was born in 1876 in Khush (Huşi), Moldova.In his junior year he acted in the Iasi Yiddish Garden Theatre ""Pommel Verde"" with Clara Young, Sara and Leopold Kaner, Isidor Ashkenazy, Sarah Ettinger et al.At the same age he also worked as a technical composer in various theatrical troupes"
